,merge.labels.M3,Lung,Liver,Right Ovary,Left Ovary,Adrenal
10257,bar|15751 13015,7,0,0,0,0
10258,bar|15751 13071,8,0,0,0,0
10259,bar|15751 13115,3,0,0,0,0
10260,bar|15751 13125,2,0,0,0,0
10261,bar|15751 13297,1,0,0,0,0
10262,bar|15751 13794,1,0,0,0,0
10263,bar|15751 13955,2,0,0,0,0
10264,bar|15751 14095,6,0,0,0,0
10265,bar|15751 14100,1,0,0,0,0
10266,bar|15751 14126,2,0,0,0,0
10267,bar|15751 14159,1356347,3964,4157,28,24
10268,bar|15751 14205,1,0,0,0,0
10269,bar|15751 14222,1,0,0,0,0
10270,bar|15751 14259,1,0,0,0,0
10271,bar|15751 14275,1,0,0,0,0
10272,bar|15751 14285,3,0,0,0,0
10273,bar|15751 14439,1,0,0,0,0
10274,bar|15751 14486,1,0,0,0,0
10275,bar|15751 14566,1,0,0,0,0
10276,bar|15751 14670,1,0,0,0,0
10277,bar|15751 14722,1,0,0,0,0
10278,bar|15751 15024,1,0,0,0,0
10279,bar|15751 15183,1,0,0,0,0
10280,bar|15751 16291,1,0,0,0,0
10281,bar|15762 1730,112,0,0,0,0
10282,bar|15763 10311,924,0,0,0,0
10283,bar|15766 10048,357,0,0,0,0
10284,bar|15767 8288,33,248,82,74,5346
10285,bar|15778 1848,32,0,0,0,0
10286,bar|15783 3825,91,0,1,0,0
10287,bar|15794 7712,12,0,0,0,0
10288,bar|15809 12125,1,0,0,0,0
10289,bar|15810 9040,1,0,0,0,0
10290,bar|15815 4471,1032,0,0,0,0
10291,bar|15815 9802,1571,0,0,0,0
10292,bar|15826 9423,553,0,0,0,0
10293,bar|15826 9867,211,0,1,0,0
10294,bar|15827 4234,1941,0,0,0,0
10295,bar|15829 1611,1,0,0,0,0
10296,bar|15829 7254,2424,0,0,0,0
10297,bar|15829 8482,37779,0,1,0,0
10298,bar|15829 11565,2,0,0,0,0
10299,bar|15829 11682,1,0,0,0,0
10300,bar|15841 7890,399,0,0,0,0
10301,bar|15843 9561,1,0,0,0,0
10302,bar|15843 12660,397,0,4,0,0
10303,bar|15845 1363,1,0,0,0,0
10304,bar|15845 11565,4,0,0,0,0
10305,bar|15845 11835,79,0,0,0,0
10306,bar|15845 12117,15304,0,0,0,0
10307,bar|15845 16213,1,0,0,0,0
10308,bar|15855 4166,23,0,0,0,0
10309,bar|15855 7279,14,0,858,24,0
10310,bar|15859 1185,1,0,0,0,0
10311,bar|15859 3635,429,0,0,0,0
10312,bar|15859 9852,1409,0,0,0,0
10313,bar|15861 1880,2,3,4,17,12
10314,bar|15861 6843,1577,0,0,0,0
10315,bar|15861 11846,6,34182,6,1,67
10316,bar|15863 14055,5,0,0,0,0
10317,bar|15869 130,568,0,0,0,0
10318,bar|15869 800,1,0,0,0,0
10319,bar|15869 2651,1,0,0,0,0
10320,bar|15872 324,1,0,0,0,0
10321,bar|15872 820,3,0,0,0,0
10322,bar|15872 1743,1,0,0,0,0
10323,bar|15872 1840,2,0,0,0,0
10324,bar|15872 1908,104268,249,95,4,1
10325,bar|15872 2519,1,0,0,0,0
10326,bar|15872 7797,1,0,0,0,0
10327,bar|15872 14205,1,0,0,0,0
10328,bar|15872 14490,1,0,0,0,0
10329,bar|15873 199,98,0,0,0,0
10330,bar|15873 2081,1,0,0,0,0
10331,bar|15873 15137,1,0,0,0,0
10332,bar|15878 1090,771,0,0,1,0
10333,bar|15878 4853,1,0,0,0,0
10334,bar|15879 12133,4340,0,0,0,0
10335,bar|15879 14159,1,0,0,0,0
10336,bar|15885 6930,1,0,0,0,0
10337,bar|15885 7498,90,0,0,0,0
10338,bar|15885 14134,178,0,0,0,0
10339,bar|15888 3191,224,0,0,0,0
10340,bar|15889 259,1,0,0,0,0
10341,bar|15889 327,10697,0,171,12,515
10342,bar|15889 3373,939,0,0,0,0
10343,bar|15891 14936,17,0,0,0,0
10344,bar|15895 2823,1,0,0,0,0
10345,bar|15895 5213,1,0,0,0,0
10346,bar|15895 6712,1,0,0,0,0
10347,bar|15895 13371,5,0,0,0,0
10348,bar|15895 14107,57813,15,8,0,1
10349,bar|15895 14159,1,0,0,0,0
10350,bar|15898 9606,18,24310,2,5,54
10351,bar|15899 15413,446,0,0,0,0
10352,bar|15905 4652,2,0,0,0,0
10353,bar|15906 2035,1465,0,0,0,0
10354,bar|15906 9581,753,0,0,0,0
10355,bar|15909 6699,19922,12,0,0,0
10356,bar|15909 12747,1,0,0,0,0
10357,bar|15910 6050,293,0,26,0,1
10358,bar|15915 8145,23,7417,0,0,14
10359,bar|15915 8310,289,0,0,0,0
10360,bar|15917 4452,29,0,0,0,0
10361,bar|15923 1338,2035,0,0,0,0
10362,bar|15923 9348,1,0,0,0,0
10363,bar|15923 12298,6001,0,0,0,0
10364,bar|15924 12358,1,0,0,0,0
10365,bar|15925 4913,3,0,0,0,0
10366,bar|15933 11106,9,0,244,5,91
10367,bar|15937 123,602,0,0,0,0
10368,bar|15941 2081,14545,0,0,0,0
10369,bar|15941 3694,1,0,0,0,0
10370,bar|15943 3606,919,0,0,0,0
10371,bar|15952 1185,1353,0,0,0,0
10372,bar|15952 1300,5,0,0,0,0
10373,bar|15952 9587,1545,0,0,0,0
10374,bar|15954 2820,1,0,0,0,0
10375,bar|15954 8980,2651,0,0,0,0
10376,bar|15962 15383,29,1530,0,0,6
10377,bar|15963 4613,212,0,0,0,0
10378,bar|15965 10274,957,0,6,0,0
10379,bar|15966 6454,1,0,0,0,0
10380,bar|15967 244,1,0,0,0,0
10381,bar|15968 8429,1,0,0,0,0
10382,bar|15968 9221,3334,0,0,0,0
10383,bar|15968 9927,61,0,0,0,0
10384,bar|15969 4755,317,0,0,0,0
10385,bar|15969 5085,11,0,2,0,0
10386,bar|15975 9963,1,0,0,0,0
10387,bar|15975 10648,1843,0,1,1,0
10388,bar|15981 2840,8,1,0,1,1
10389,bar|15981 11765,4,0,0,0,0
10390,bar|15981 14500,692,0,0,0,0
10391,bar|15982 12381,851,0,0,0,0
10392,bar|15984 9273,185,6,0,0,0
10393,bar|15985 6232,1467,0,0,0,0
10394,bar|15985 6517,7,0,0,0,0
10395,bar|15985 8818,9,0,29,1,0
10396,bar|15986 1050,44,0,0,0,0
10397,bar|15987 8647,159,31411,124,51,1617
10398,bar|15988 3619,1,0,6,1,0
10399,bar|15994 5332,66,0,0,0,0
10400,bar|15995 1819,75538,102,32,3,1
10401,bar|15995 1893,1,0,0,0,0
10402,bar|15995 3937,1,0,0,0,0
10403,bar|15995 4904,1,0,0,0,0
10404,bar|15995 8344,1,0,0,0,0
10405,bar|15995 8651,14,0,0,0,0
10406,bar|15995 9802,1,0,0,0,0
10407,bar|16002 2342,5189,0,0,0,0
10408,bar|16007 7619,648,0,0,0,0
10409,bar|16019 4680,10,0,0,0,0
10410,bar|16035 633,2375,0,0,0,0
10411,bar|16035 1743,1,0,0,0,0
10412,bar|16038 1386,26,0,1,0,0
10413,bar|16054 9576,750,0,0,0,0
10414,bar|16055 5474,142,0,0,0,0
10415,bar|16055 7018,52,0,0,0,0
10416,bar|16065 5933,1,0,0,0,0
10417,bar|16066 12115,5732,0,0,0,0
10418,bar|16066 12921,1,0,0,0,0
10419,bar|16067 1760,6018,0,0,0,0
10420,bar|16067 14722,1,0,0,0,0
10421,bar|16069 12884,208,0,0,0,0
10422,bar|16070 4463,187,0,0,0,0
10423,bar|16078 3121,20,10325,14,4,194
10424,bar|16081 9808,86,0,0,0,0
10425,bar|16081 12017,18,0,1149,67,123
10426,bar|16082 6498,45,0,0,0,0
10427,bar|16082 10907,1106,0,31,1,0
10428,bar|16085 13913,3426,0,0,0,0
10429,bar|16085 14204,266,0,0,0,0
10430,bar|16086 1773,1,0,21,0,0
10431,bar|16093 5072,258,0,0,0,0
10432,bar|16095 14238,62,0,0,0,0
10433,bar|16103 478,1,0,0,0,0
10434,bar|16103 8900,1,0,0,0,0
10435,bar|16103 9707,2046,0,0,0,0
10436,bar|16109 13683,8,0,3,0,0
10437,bar|16111 6010,574,795049,73,92,1487
10438,bar|16113 14807,215,0,0,0,0
10439,bar|16128 1908,6,0,0,0,0
10440,bar|16129 9919,1,0,6,24,0
10441,bar|16131 13131,635,0,0,0,0
10442,bar|16138 7462,229,0,0,0,0
10443,bar|16139 2309,73,0,0,0,0
10444,bar|16147 5256,4,0,541,17,0
10445,bar|16148 1220,2,0,0,0,0
10446,bar|16148 5697,18112,16,620,0,0
10447,bar|16148 14722,1,0,0,0,0
10448,bar|16150 11778,2319,0,0,0,0
10449,bar|16150 13217,24,0,0,0,0
10450,bar|16157 2416,211,231939,37,54,954
10451,bar|16157 12138,134,0,28,0,0
10452,bar|16161 11283,430,0,4,0,0
10453,bar|16162 12414,11,0,112,2,0
10454,bar|16163 4741,380,0,0,0,0
10455,bar|16163 13002,1,0,1,0,0
10456,bar|16164 623,12,0,0,0,0
10457,bar|16175 7186,68,0,0,0,0
10458,bar|16181 2474,19,0,0,0,0
10459,bar|16181 11568,550,0,0,0,0
10460,bar|16182 148,3493,0,0,0,0
10461,bar|16182 10630,51,0,0,0,0
10462,bar|16193 13643,17,0,0,0,0
10463,bar|16202 2138,5,0,0,0,0
10464,bar|16205 6050,86,0,0,0,0
10465,bar|16207 9958,122,0,0,0,0
10466,bar|16212 10108,1157,0,0,0,0
10467,bar|16214 6552,120,0,0,0,0
10468,bar|16218 8231,487,0,0,0,0
10469,bar|16219 5469,1,0,0,0,0
10470,bar|16221 1118,7,0,0,0,0
10471,bar|16221 3392,448,0,0,0,0
10472,bar|16221 10679,737,0,0,0,0
10473,bar|16223 7189,6094,0,0,0,0
10474,bar|16228 1911,312,0,0,0,0
10475,bar|16234 4023,10663,0,0,0,0
10476,bar|16235 4609,1,0,0,0,0
10477,bar|16239 7229,72,0,0,0,0
10478,bar|16239 7803,354,2668,0,0,5
10479,bar|16241 3949,1,0,0,0,0
10480,bar|16242 5727,1,0,0,0,0
10481,bar|16244 6424,682,1575,360360,993,5181
10482,bar|16244 6440,2,0,238,1,193
10483,bar|16244 8354,1,0,0,0,0
10484,bar|16246 16215,1,1,0,4,1
10485,bar|16247 2464,2,0,0,0,0
10486,bar|16251 3703,21,1,0,0,0
10487,bar|16258 3409,1,0,0,0,0
10488,bar|16258 4155,1,0,0,0,0
10489,bar|16258 4758,1,0,0,0,0
10490,bar|16258 8761,1,0,0,0,0
10491,bar|16258 8867,72682,54,30,1,0
10492,bar|16258 13027,1,0,0,0,0
10493,bar|16259 9947,34,0,0,0,0
10494,bar|16263 4736,28,0,0,0,0
10495,bar|16263 13474,1,0,0,0,0
10496,bar|16274 6214,11235,80,476,0,1
10497,bar|16275 824,2,0,0,0,0
10498,bar|16275 4904,2,0,0,0,0
10499,bar|16275 5416,114,0,0,0,0
10500,bar|16279 13073,1,0,0,0,0
10501,bar|16306 8867,1,0,0,0,0
10502,bar|16307 4130,1,0,0,0,0
10503,bar|16311 656,7,0,0,0,0
10504,bar|16322 8867,1,0,0,0,0
10505,bar|16327 5428,41,0,0,0,0
10506,bar|16338 4904,1,0,0,0,0
10507,bar|16349 5117,4,0,0,0,0
10508,bar|16349 13131,9293,6,0,0,0
10509,bar|16355 12626,149,4,0,0,0
10510,bar|16366 6673,4,0,0,0,0
10511,bar|16367 12789,1,0,0,0,0
10512,bar|16371 12064,25,0,0,0,0
10513,bar|16381 1299,1,0,0,0,0
10514,bar|16381 2164,1,0,0,0,0
10515,bar|16381 4567,1,0,0,0,0
10516,bar|16381 6158,1,0,0,0,0
10517,bar|16381 6241,1,0,0,0,0
10518,bar|16381 6261,36811,6,13,0,0
10519,bar|16381 11478,268,0,0,0,0
10520,bar|1 7234,0,2,0,0,0
10521,bar|17 4713,0,1,0,0,0
10522,bar|17 5176,0,17,0,0,0
10523,bar|29 2416,0,1,0,0,0
10524,bar|29 4713,0,1,0,0,0
10525,bar|33 4555,0,1,0,0,0
10526,bar|33 4713,0,1,0,0,0
10527,bar|33 13361,0,1,0,0,0
10528,bar|47 12241,0,1,0,0,0
10529,bar|47 16209,0,1,0,0,0
10530,bar|47 16337,0,4,0,0,0
10531,bar|49 10320,0,4,0,0,0
10532,bar|50 14498,0,6,0,0,0
10533,bar|53 2647,0,8,0,0,0
10534,bar|64 5856,0,9,0,0,0
10535,bar|98 7634,0,1,0,0,0
10536,bar|98 16109,0,1,0,0,0
10537,bar|105 15275,0,1,5,0,0
10538,bar|115 8647,0,11,0,0,1
10539,bar|125 237,0,1,0,0,0
10540,bar|129 9631,0,2,1,0,0
10541,bar|132 9439,0,1,0,0,0
10542,bar|132 9631,0,3,0,0,0
10543,bar|133 237,0,2,0,0,0
10544,bar|133 271,0,1,0,0,0
10545,bar|133 617,0,2,0,0,0
10546,bar|133 949,0,9,0,0,0
10547,bar|133 1179,0,3,0,0,0
10548,bar|133 1611,0,2,0,0,0
10549,bar|133 1880,0,5,0,0,2
10550,bar|133 2416,0,3,0,0,0
10551,bar|133 3189,0,1,0,0,0
10552,bar|133 3222,0,1,0,0,0
10553,bar|133 3397,0,2,0,0,0
10554,bar|133 3942,0,1,0,0,0
10555,bar|133 4637,0,2,0,0,0
10556,bar|133 4697,0,1,0,0,0
10557,bar|133 4713,0,6,0,0,0
10558,bar|133 4820,0,3,0,0,0
10559,bar|133 5279,0,1,0,0,0
10560,bar|133 6229,0,1,0,0,0
10561,bar|133 6315,0,1,0,0,1
10562,bar|133 7012,0,1,0,0,0
10563,bar|133 7234,0,6,0,0,0
10564,bar|133 7373,0,1,0,0,0
10565,bar|133 7523,0,1,0,0,0
10566,bar|133 7859,0,6,0,0,0
10567,bar|133 8378,0,2,0,0,0
10568,bar|133 9169,0,1,0,0,0
10569,bar|133 9188,0,9,0,0,0
10570,bar|133 9375,0,2,0,0,0
10571,bar|133 9439,0,1,0,0,0
10572,bar|133 9491,0,1,0,0,0
10573,bar|133 9564,0,1,0,0,0
10574,bar|133 9615,0,1,0,0,0
10575,bar|133 9695,0,1,0,0,0
10576,bar|133 9880,0,2,0,0,0
10577,bar|133 10032,0,1,0,0,0
10578,bar|133 10533,0,1,0,0,0
10579,bar|133 11846,0,2,0,0,0
10580,bar|133 12447,0,1,0,0,0
10581,bar|133 13034,0,1,0,0,0
10582,bar|133 13051,0,1,0,0,0
10583,bar|133 13373,0,2,0,0,0
10584,bar|133 13472,0,1,0,0,0
10585,bar|133 13639,0,1,0,0,0
10586,bar|133 13711,0,3,0,0,0
10587,bar|133 13744,0,1,0,0,0
10588,bar|133 14023,0,1,0,0,0
10589,bar|133 14442,0,2,0,0,0
10590,bar|133 14498,0,3,0,0,0
10591,bar|133 15178,0,1,0,0,0
10592,bar|133 15474,0,1,0,0,0
10593,bar|133 15879,0,1,0,0,0
10594,bar|139 15767,0,1,0,0,0
10595,bar|152 4548,0,15,0,0,0
10596,bar|154 213,0,1,0,0,0
10597,bar|154 6193,0,1,0,0,0
10598,bar|192 9631,0,1,0,0,0
10599,bar|193 9631,0,1,0,0,0
10600,bar|209 4713,0,2,0,0,0
10601,bar|210 1880,0,1,0,0,0
10602,bar|210 4112,0,1,0,0,0
10603,bar|210 4266,0,1,0,0,0
10604,bar|210 4609,0,1,0,0,0
10605,bar|210 4713,0,1,0,0,0
10606,bar|210 14498,0,1,0,0,0
10607,bar|211 10786,0,3,0,0,0
10608,bar|212 6760,0,1,0,0,0
10609,bar|213 949,0,1,0,0,0
10610,bar|213 1611,0,1,0,0,0
10611,bar|213 1880,0,1,0,0,0
10612,bar|213 4820,0,1,0,0,0
10613,bar|213 9631,0,1,0,0,0
10614,bar|213 15879,0,2,0,0,0
10615,bar|225 203,0,3,0,0,0
10616,bar|225 1880,0,1,0,0,0
10617,bar|225 3942,0,2,0,0,0
10618,bar|225 4542,0,1,0,0,0
10619,bar|225 4695,0,1,0,0,0
10620,bar|225 4713,0,34,0,0,0
10621,bar|225 4820,0,1,0,0,0
10622,bar|225 4977,0,1,0,0,0
10623,bar|225 6687,0,1,0,0,0
10624,bar|225 7234,0,6,0,0,0
10625,bar|225 7523,0,1,0,0,0
10626,bar|225 8429,0,1,0,0,0
10627,bar|225 9631,0,1,0,0,0
10628,bar|225 10176,0,3,0,0,0
10629,bar|225 11895,0,1,0,0,0
10630,bar|225 12864,0,1,0,0,0
10631,bar|242 15178,0,1,0,0,0
10632,bar|246 1179,0,1,0,0,0
10633,bar|246 13034,0,1,0,0,0
10634,bar|246 14961,0,1,0,0,0
10635,bar|247 12442,0,1,0,0,0
10636,bar|251 8774,0,4,0,0,0
10637,bar|256 2247,0,143,0,0,0
10638,bar|256 7234,0,1,0,0,0
10639,bar|262 14609,0,2,0,0,0
10640,bar|264 10419,0,3,0,0,0
10641,bar|265 8619,0,1,0,0,0
10642,bar|266 16174,0,1,0,0,0
10643,bar|310 5767,0,4,0,0,0
10644,bar|313 1371,0,1,0,0,0
10645,bar|313 1611,0,1,0,0,0
10646,bar|313 2740,0,1,0,0,0
10647,bar|313 3141,0,1,0,0,0
10648,bar|313 3222,0,2,0,0,0
10649,bar|313 4713,0,1,0,0,0
10650,bar|313 5967,0,1,0,0,0
10651,bar|313 6176,0,1,0,0,0
10652,bar|313 7234,0,1,0,0,0
10653,bar|313 9631,0,1,0,0,0
10654,bar|313 12279,0,1,0,0,0
10655,bar|313 13034,0,1,0,0,0
10656,bar|313 13598,0,1,0,0,0
10657,bar|313 14023,0,1,0,0,0
10658,bar|313 14498,0,3,0,0,0
10659,bar|328 6315,0,1,0,0,0
10660,bar|328 8379,0,1,0,0,0
10661,bar|328 8804,0,1,0,0,0
10662,bar|328 9662,0,1,0,0,0
10663,bar|347 4620,0,174,0,0,1
10664,bar|375 10072,0,1,0,0,0
10665,bar|384 8804,0,3,0,0,0
10666,bar|395 9959,0,217,0,0,0
10667,bar|398 8027,0,1,0,0,0
10668,bar|422 8803,0,1,0,0,0
10669,bar|451 33,0,1,0,0,0
10670,bar|451 70,0,2,0,0,0
10671,bar|451 2564,0,18,0,0,0
10672,bar|451 3189,0,1,0,0,0
10673,bar|451 3706,0,1,0,0,0
10674,bar|451 3794,0,1,0,0,0
10675,bar|451 4257,0,2,0,0,0
10676,bar|451 4266,0,1,0,0,0
10677,bar|451 4542,0,1,0,0,0
10678,bar|451 5449,0,1,0,0,0
10679,bar|451 6010,0,1,0,0,0
10680,bar|451 6040,0,1,0,0,0
10681,bar|451 6550,0,1,0,0,0
10682,bar|451 7234,0,2,0,0,0
10683,bar|451 8002,0,3,0,0,0
10684,bar|451 8773,0,1,0,0,0
10685,bar|451 8989,0,4,0,0,0
10686,bar|451 9188,0,4,0,0,0
10687,bar|451 9956,0,1,0,0,0
10688,bar|451 13034,0,10,0,0,0
10689,bar|451 13164,0,1,0,0,0
10690,bar|451 13361,0,1,0,0,0
10691,bar|451 13744,0,1,0,0,0
10692,bar|451 14338,0,1,0,0,0
10693,bar|451 15126,0,3,0,0,0
10694,bar|454 5188,0,1,0,0,0
10695,bar|486 11103,0,1,0,0,0
10696,bar|503 2663,0,1,0,0,0
10697,bar|528 4820,0,2,0,0,0
10698,bar|539 12805,0,1,0,0,0
10699,bar|543 10001,0,1,0,0,0
10700,bar|558 540,0,2,0,0,0
10701,bar|558 3189,0,1,0,0,0
10702,bar|558 4700,0,1,0,0,0
10703,bar|558 4904,0,1,0,0,0
10704,bar|558 5279,0,2,0,0,0
10705,bar|558 8378,0,2,0,0,0
10706,bar|558 9631,0,4,0,0,0
10707,bar|558 11446,0,1,0,0,0
10708,bar|558 13373,0,1,0,0,0
10709,bar|558 13472,0,3,0,0,0
10710,bar|558 13744,0,1,0,0,0
10711,bar|558 13927,0,1,0,0,0
10712,bar|558 14498,0,4,0,0,0
10713,bar|558 14961,0,1,0,0,0
10714,bar|558 15178,0,1,0,0,0
10715,bar|563 9188,0,10,0,0,0
10716,bar|565 15715,0,6,0,0,0
10717,bar|568 11046,0,1,0,0,0
10718,bar|571 10706,0,1,0,0,0
10719,bar|573 4322,0,1,0,0,0
10720,bar|577 1880,0,1,0,0,0
10721,bar|577 3011,0,1,0,0,0
10722,bar|577 3397,0,3,0,0,0
10723,bar|577 4542,0,2,0,0,0
10724,bar|577 4695,0,1,0,0,0
10725,bar|577 4713,0,4,0,0,0
10726,bar|577 4820,0,1,0,0,0
10727,bar|577 7234,0,1,0,0,0
10728,bar|577 8378,0,1,0,0,0
10729,bar|577 9188,0,1,0,0,0
10730,bar|577 9365,0,1,0,0,0
10731,bar|577 9631,0,1,0,0,0
10732,bar|577 12858,0,1,0,0,0
10733,bar|577 13373,0,1,0,0,0
10734,bar|577 13472,0,1,0,0,0
10735,bar|577 14159,0,1,0,0,0
10736,bar|577 14442,0,1,0,0,0
10737,bar|577 14498,0,2,0,0,0
10738,bar|584 15762,0,312,0,0,1
10739,bar|586 13874,0,1,0,0,0
10740,bar|596 4820,0,7,0,0,0
10741,bar|597 4820,0,1,0,0,0
10742,bar|597 9880,0,1,0,0,0
10743,bar|605 4853,0,1,0,0,0
10744,bar|609 4848,0,1,0,0,0
10745,bar|623 1155,0,1,0,0,0
10746,bar|623 1291,0,1,0,0,0
10747,bar|623 1370,0,1,0,0,0
10748,bar|623 1635,0,2,0,0,0
10749,bar|623 3189,0,1,0,0,0
10750,bar|623 3222,0,1,0,0,0
10751,bar|623 3605,0,3,0,0,0
10752,bar|623 4426,0,2,0,0,0
10753,bar|623 4637,0,1,0,0,0
10754,bar|623 4700,0,1,0,0,0
10755,bar|623 8481,0,1,0,0,0
10756,bar|623 8804,0,1,0,0,0
10757,bar|623 12378,0,2,0,0,0
10758,bar|623 13343,0,1,0,0,0
10759,bar|623 13675,0,1,0,0,0
10760,bar|623 13744,0,1,0,0,0
10761,bar|623 16337,0,4,0,0,0
10762,bar|651 451,0,1,0,0,0
10763,bar|651 3605,0,1,0,0,0
10764,bar|673 1611,0,108,0,0,0
10765,bar|675 13164,0,5,0,0,0
10766,bar|702 4365,0,1,0,0,0
10767,bar|702 4713,0,1,0,0,0
10768,bar|702 4964,0,1,0,0,0
10769,bar|702 5767,0,1,0,0,0
10770,bar|702 5995,0,1,0,0,0
10771,bar|702 14498,0,1,0,0,0
10772,bar|703 12773,0,1,0,0,0
10773,bar|706 6040,0,48,0,0,1
10774,bar|720 949,0,3,0,0,0
10775,bar|720 1124,0,1,0,0,0
10776,bar|720 1220,0,192,1,0,0
10777,bar|720 2933,0,1,0,0,0
10778,bar|720 3173,0,1,0,0,0
10779,bar|720 3222,0,1,0,0,0
10780,bar|720 4700,0,1,0,0,0
10781,bar|720 4713,0,3,0,0,0
10782,bar|720 5690,0,1,0,0,0
10783,bar|720 6010,0,2,0,0,0
10784,bar|720 6040,0,1,0,0,0
10785,bar|720 6170,0,2,0,0,0
10786,bar|720 6315,0,4,0,0,0
10787,bar|720 8804,0,7,0,0,0
10788,bar|720 8906,0,1,0,0,0
10789,bar|720 9072,0,1,0,0,0
10790,bar|720 9662,0,7,0,0,1
10791,bar|720 9698,0,1,0,0,0
10792,bar|720 10419,0,1,0,0,0
10793,bar|720 11485,0,3,0,0,0
10794,bar|720 11871,0,1,0,0,0
10795,bar|720 12958,0,6,0,0,0
10796,bar|720 14369,0,1,0,0,0
10797,bar|720 15126,0,1,0,0,0
10798,bar|720 15157,0,1,0,0,0
10799,bar|720 15639,0,1,0,0,0
10800,bar|721 2427,0,1,0,0,0
10801,bar|721 4542,0,1,0,0,0
10802,bar|721 6977,0,1,0,0,0
10803,bar|742 8913,0,12,0,0,0
10804,bar|747 451,0,2,0,0,0
10805,bar|747 2564,0,2,0,0,0
10806,bar|747 3605,0,1,0,0,0
10807,bar|747 4609,0,1,0,0,0
10808,bar|747 4713,0,3,0,0,0
10809,bar|747 4964,0,1,0,0,0
10810,bar|747 5871,0,1,0,0,0
10811,bar|747 6550,0,1,0,0,0
10812,bar|747 8270,0,2,0,0,0
10813,bar|747 8303,0,1,0,0,0
10814,bar|747 8856,0,1,0,0,0
10815,bar|747 9169,0,1,0,0,0
10816,bar|747 11139,0,1,0,0,0
10817,bar|747 12163,0,1,0,0,0
10818,bar|747 16215,0,1,0,0,0
10819,bar|756 10135,0,1,0,0,0
10820,bar|775 9272,0,1,0,0,0
10821,bar|783 7734,0,1,0,0,0
10822,bar|785 4713,0,4,0,0,0
10823,bar|796 5960,0,1,0,0,0
10824,bar|799 70,0,1,0,0,0
10825,bar|799 213,0,1,0,0,0
10826,bar|799 2355,0,3,0,0,0
10827,bar|799 2416,0,1,0,0,0
10828,bar|799 3894,0,1,0,0,0
10829,bar|799 4266,0,2,0,0,0
10830,bar|799 4359,0,1,0,0,0
10831,bar|799 4713,0,1,0,0,0
10832,bar|799 5510,0,1,0,0,0
10833,bar|799 6010,0,1,0,0,0
10834,bar|799 7990,0,1,0,0,0
10835,bar|799 8002,0,2,0,0,0
10836,bar|799 8481,0,3,0,0,0
10837,bar|799 9093,0,1,0,0,0
10838,bar|799 13361,0,1,0,0,0
10839,bar|799 13828,0,1,0,0,0
10840,bar|799 15157,0,1,0,0,0
10841,bar|800 11485,0,6,0,0,0
10842,bar|802 5784,0,6,6,0,0
10843,bar|805 949,0,1,0,0,0
10844,bar|805 6040,0,1,0,0,0
10845,bar|805 7859,0,2,0,0,0
10846,bar|805 13051,0,1,0,0,0
10847,bar|805 13361,0,1,0,0,0
10848,bar|805 13564,0,1,0,0,0
10849,bar|808 1188,0,1,0,0,0
10850,bar|808 4548,0,3,0,0,0
10851,bar|808 6193,0,1,0,0,0
10852,bar|808 6807,0,1,0,0,0
10853,bar|808 8906,0,1,0,0,0
10854,bar|808 8989,0,1,0,0,0
10855,bar|808 9156,0,1,0,0,0
10856,bar|808 9662,0,1,0,0,0
10857,bar|808 9709,0,1,0,0,0
10858,bar|808 10622,0,1,0,0,0
10859,bar|808 11485,0,1,0,0,0
10860,bar|808 13189,0,1,0,0,0
10861,bar|808 13361,0,1,0,0,0
10862,bar|808 13675,0,1,0,0,0
10863,bar|808 14341,0,1,0,0,0
10864,bar|808 15597,0,1,0,0,0
10865,bar|811 4112,0,1,0,0,0
10866,bar|812 9093,0,2,0,0,0
10867,bar|853 4820,0,2,0,0,0
10868,bar|874 2355,0,1,0,0,0
10869,bar|874 9093,0,1,0,0,0
10870,bar|876 8145,0,225,0,0,0
10871,bar|885 4678,0,10,0,0,0
10872,bar|889 5998,0,4,0,0,0
10873,bar|907 8379,0,1,0,0,0
10874,bar|912 1029,0,1,0,0,0
10875,bar|917 10899,0,1,0,0,0
10876,bar|949 1880,0,6,0,0,1
10877,bar|949 4555,0,1,0,0,0
10878,bar|949 9631,0,2,0,0,0
10879,bar|949 9880,0,2,0,0,0
10880,bar|949 13521,0,1,0,0,0
10881,bar|958 12773,0,2,0,0,0
10882,bar|960 14437,0,1,0,0,0
10883,bar|991 7734,0,1,0,0,0
10884,bar|1003 14979,0,1,0,0,0
10885,bar|1013 14928,0,21,0,0,0
10886,bar|1029 7859,0,1,0,0,0
10887,bar|1035 11027,0,1,0,0,0
10888,bar|1045 4262,0,1,0,0,0
10889,bar|1047 12926,0,1,0,0,0
10890,bar|1048 3397,0,1,0,0,0
10891,bar|1048 4365,0,1,0,0,0
10892,bar|1048 4637,0,1,0,0,0
10893,bar|1048 7234,0,1,0,0,0
10894,bar|1048 7787,0,1,221,16,0
10895,bar|1048 9365,0,1,0,0,0
10896,bar|1048 9631,0,1,0,0,0
10897,bar|1048 13034,0,1,0,0,0
10898,bar|1048 14437,0,1,0,0,0
10899,bar|1048 14498,0,2,0,0,0
10900,bar|1048 15156,0,1,0,0,0
10901,bar|1075 3234,0,1,0,0,0
10902,bar|1075 14498,0,2,0,0,0
10903,bar|1078 5767,0,1,0,0,0
10904,bar|1087 12600,0,2,0,0,0
10905,bar|1089 1455,0,346,0,0,0
