,merge.labels.M3,Lung,Liver,Right Ovary,Left Ovary,Adrenal
7374,bar|11018 1699,1,0,0,0,0
7375,bar|11018 6646,325,149677,32,22,227
7376,bar|11024 1373,95,0,0,0,0
7377,bar|11025 1093,1,0,0,0,0
7378,bar|11025 4307,10,0,0,0,0
7379,bar|11027 1280,5820,0,0,0,0
7380,bar|11029 4371,1565,0,0,0,0
7381,bar|11030 4231,1,0,0,0,0
7382,bar|11030 5787,31,0,0,0,0
7383,bar|11032 12034,3016,0,1,0,0
7384,bar|11035 398,515,0,0,0,0
7385,bar|11040 4693,39,0,0,0,0
7386,bar|11041 5882,22,0,0,0,0
7387,bar|11041 9937,19,0,0,0,0
7388,bar|11042 6254,1,0,0,0,0
7389,bar|11042 8775,3073,0,5,0,0
7390,bar|11047 3287,11,9,0,0,0
7391,bar|11048 9564,210,0,0,0,0
7392,bar|11051 6671,102,0,0,0,0
7393,bar|11051 10663,2307,0,0,0,0
7394,bar|11054 14760,120,0,0,0,0
7395,bar|11055 12974,184,0,0,0,0
7396,bar|11056 9632,1,0,0,0,0
7397,bar|11056 9956,748,0,0,0,0
7398,bar|11057 916,1103,2,0,0,0
7399,bar|11057 9105,8,0,1,1,1
7400,bar|11057 12397,99,0,0,0,0
7401,bar|11059 5267,195,0,0,0,0
7402,bar|11059 7502,20,0,0,0,0
7403,bar|11059 8926,38,0,0,0,0
7404,bar|11059 9348,1,0,0,0,0
7405,bar|11059 9935,1,0,0,0,0
7406,bar|11059 12071,1,0,0,0,0
7407,bar|11059 14081,9057,0,0,0,0
7408,bar|11063 2618,1818,0,0,0,0
7409,bar|11063 5898,51,0,0,0,0
7410,bar|11064 1652,6181,0,0,0,0
7411,bar|11064 7238,1,0,0,0,0
7412,bar|11067 448,2,0,0,0,0
7413,bar|11071 8262,5,0,927,10,0
7414,bar|11072 14566,1,0,0,0,0
7415,bar|11076 10903,4,0,0,0,0
7416,bar|11077 15275,1,0,0,0,0
7417,bar|11078 12640,960,150403,63,31,842
7418,bar|11079 12259,1381,0,1,2,170
7419,bar|11080 1412,2,0,0,0,0
7420,bar|11080 8747,83,0,0,0,0
7421,bar|11082 623,1,0,0,0,0
7422,bar|11082 1774,1,0,0,0,0
7423,bar|11082 1909,136463,144,16,0,1
7424,bar|11082 2930,69,0,0,0,0
7425,bar|11082 3117,1,0,0,0,0
7426,bar|11082 7662,1,0,0,0,0
7427,bar|11082 9262,1,0,0,0,0
7428,bar|11082 12386,1,0,0,0,0
7429,bar|11082 14149,1,0,0,0,0
7430,bar|11083 448,1,0,0,0,0
7431,bar|11083 1909,2,0,0,0,0
7432,bar|11087 1841,1,0,0,0,0
7433,bar|11087 1909,1,0,0,0,0
7434,bar|11088 12443,192,0,0,0,0
7435,bar|11089 7346,20,0,0,0,0
7436,bar|11090 15190,5204,0,0,0,0
7437,bar|11091 1774,1,0,0,0,0
7438,bar|11091 2657,1,0,0,0,0
7439,bar|11091 3154,1,0,0,0,0
7440,bar|11091 3702,1,0,0,0,0
7441,bar|11091 4495,1,0,0,0,0
7442,bar|11091 5450,1,0,0,0,0
7443,bar|11091 5750,1,0,0,0,0
7444,bar|11091 5921,1286,0,0,0,0
7445,bar|11091 7179,1,0,23,0,0
7446,bar|11091 7782,150334,65,19,1,1
7447,bar|11091 7990,1,0,0,0,0
7448,bar|11091 8320,1,0,0,0,0
7449,bar|11091 8792,1,0,0,0,0
7450,bar|11091 9912,1,0,0,0,0
7451,bar|11091 10082,1,0,0,0,0
7452,bar|11091 10801,1,0,0,0,0
7453,bar|11091 13015,1,0,0,0,0
7454,bar|11091 13749,1,0,0,0,0
7455,bar|11091 14166,116,0,0,0,0
7456,bar|11091 16291,1,0,0,0,0
7457,bar|11093 6171,132,0,0,0,0
7458,bar|11093 14135,1357,41,0,3,0
7459,bar|11099 11857,3,0,0,0,0
7460,bar|11104 9269,402,0,1,0,0
7461,bar|11106 8244,1,0,14,0,0
7462,bar|11106 8460,32,0,0,0,0
7463,bar|11108 11847,9,0,0,0,0
7464,bar|11109 180,1,0,0,0,0
7465,bar|11109 497,3354,0,0,0,0
7466,bar|11109 2083,4813,0,0,0,0
7467,bar|11109 14935,9,0,0,0,0
7468,bar|11115 3605,289,235577,2,27,391
7469,bar|11115 5620,458,0,0,0,0
7470,bar|11119 5297,110,0,0,0,0
7471,bar|11120 4744,310,0,0,0,0
7472,bar|11120 5946,1,0,0,0,0
7473,bar|11120 9376,1,0,0,0,0
7474,bar|11120 9632,21036,0,23,1,0
7475,bar|11120 9835,1,0,0,0,0
7476,bar|11121 1171,8276,0,1,0,0
7477,bar|11121 3949,55429,7,0,1,1
7478,bar|11121 5525,1,0,0,0,0
7479,bar|11121 12338,12576,30,123,1,0
7480,bar|11121 13459,7,0,0,0,0
7481,bar|11121 14158,1,0,0,0,0
7482,bar|11122 3951,43772,1,81,6,1
7483,bar|11122 4586,1,0,0,0,0
7484,bar|11122 7195,1,0,0,0,0
7485,bar|11123 3087,1,0,0,0,0
7486,bar|11126 4231,1,0,0,0,0
7487,bar|11126 4623,1,0,0,0,0
7488,bar|11126 5909,1,0,0,0,0
7489,bar|11126 7662,1,0,0,0,0
7490,bar|11126 10567,1,0,0,0,0
7491,bar|11126 14819,1,0,0,0,0
7492,bar|11126 16215,116676,331023,297195,4696073,1806180
7493,bar|11127 9651,3,0,0,0,0
7494,bar|11128 5416,153,0,0,0,0
7495,bar|11128 6007,24141,7,0,0,0
7496,bar|11128 9935,1,0,0,0,0
7497,bar|11128 12919,1,0,0,0,0
7498,bar|11131 448,20188,0,0,0,1
7499,bar|11131 1743,1,0,0,0,0
7500,bar|11131 5164,1,0,0,0,0
7501,bar|11131 5771,1,0,0,0,0
7502,bar|11131 8788,1,0,0,0,0
7503,bar|11139 2858,14,0,0,0,0
7504,bar|11142 8867,3,0,0,0,0
7505,bar|11146 2978,25,0,0,0,0
7506,bar|11152 15542,118,6118,202,30,1345
7507,bar|11152 15869,4,0,0,0,0
7508,bar|11155 1060,19,0,0,0,0
7509,bar|11155 5067,11,0,0,0,0
7510,bar|11156 2383,7328,0,0,0,0
7511,bar|11160 1149,34,0,0,0,0
7512,bar|11160 3991,1443,0,7,0,0
7513,bar|11160 6854,1,0,0,0,0
7514,bar|11163 873,1,0,0,0,0
7515,bar|11163 2680,24240,0,0,0,0
7516,bar|11163 3960,1,0,0,0,0
7517,bar|11163 10355,2,0,0,0,0
7518,bar|11163 10855,1,0,0,0,0
7519,bar|11163 12372,141,0,31,0,1
7520,bar|11163 14326,1,0,0,0,0
7521,bar|11172 6276,63,1,0,0,0
7522,bar|11172 15028,7,0,8,0,0
7523,bar|11174 2120,3,0,0,0,0
7524,bar|11176 9337,423,0,0,0,0
7525,bar|11176 9912,28,0,54,0,1
7526,bar|11176 16189,7059,0,0,0,0
7527,bar|11178 1525,1,0,0,0,0
7528,bar|11178 2483,1,0,0,0,0
7529,bar|11178 2657,2,0,0,0,0
7530,bar|11178 4352,1,0,0,0,0
7531,bar|11178 6999,1,0,0,0,0
7532,bar|11178 7195,1,0,0,0,0
7533,bar|11178 9674,1,0,0,0,0
7534,bar|11178 12921,104555,50,32,0,0
7535,bar|11178 13015,1,0,0,0,0
7536,bar|11178 14673,1,0,0,0,0
7537,bar|11179 12243,1346,0,3,0,0
7538,bar|11184 16295,168,0,0,0,0
7539,bar|11186 4327,1,0,0,0,0
7540,bar|11186 5351,8144,0,1,0,0
7541,bar|11187 1744,1,0,0,0,0
7542,bar|11187 5351,1,0,0,0,0
7543,bar|11191 1744,42245,0,9,0,0
7544,bar|11191 3937,2,0,0,0,0
7545,bar|11191 3975,1,0,0,0,0
7546,bar|11191 8792,1,0,0,0,0
7547,bar|11191 9963,1,0,0,0,0
7548,bar|11191 14159,1,0,0,0,0
7549,bar|11195 6647,1136,0,0,0,0
7550,bar|11206 1592,38,0,0,0,0
7551,bar|11222 14277,1,0,0,0,0
7552,bar|11238 6406,2825,0,0,0,0
7553,bar|11239 4070,2997,0,0,0,0
7554,bar|11251 5355,15,0,430,38,1469
7555,bar|11251 10904,1,0,0,0,0
7556,bar|11255 1090,14,0,0,0,0
7557,bar|11267 12862,132,189,21629,161,327
7558,bar|11269 2603,2469,0,0,0,0
7559,bar|11277 4872,2,2,0,0,0
7560,bar|11283 4266,820,87108,1,8,152
7561,bar|11284 4654,28,0,0,0,0
7562,bar|11285 327,1,0,0,0,0
7563,bar|11285 523,1,1,2,14,2
7564,bar|11285 967,1,0,0,0,0
7565,bar|11285 1082,1,0,0,0,0
7566,bar|11285 1171,1,2,0,0,0
7567,bar|11285 1335,1,0,0,0,0
7568,bar|11285 1611,144666,412956,347370,4781762,1507422
7569,bar|11285 1627,1,0,0,0,0
7570,bar|11285 1880,1,1,4,1650,128
7571,bar|11285 4231,3,0,0,0,0
7572,bar|11285 4713,2,54,0,0,8
7573,bar|11285 4776,1,0,0,0,0
7574,bar|11285 5043,1,0,0,0,0
7575,bar|11285 5909,1,0,0,0,0
7576,bar|11285 6560,1,0,0,0,0
7577,bar|11285 7373,1,0,0,0,0
7578,bar|11285 8482,1,0,0,0,0
7579,bar|11285 8868,1,0,0,0,0
7580,bar|11285 10567,1,0,0,0,0
7581,bar|11285 11986,1,0,0,0,0
7582,bar|11285 12632,1,0,0,0,0
7583,bar|11285 13730,2,0,0,0,0
7584,bar|11293 774,1,0,0,0,1
7585,bar|11296 3963,1,0,0,0,0
7586,bar|11296 7524,145,0,0,0,0
7587,bar|11296 13371,1,0,0,0,0
7588,bar|11296 15485,9947,0,0,0,0
7589,bar|11297 399,1266,0,0,0,0
7590,bar|11299 5450,1,0,0,0,0
7591,bar|11299 13659,36,0,0,0,0
7592,bar|11307 4557,1,0,0,0,0
7593,bar|11309 5997,16,0,913,19,2
7594,bar|11312 2612,21,0,0,0,0
7595,bar|11317 10314,392,0,0,0,0
7596,bar|11326 4400,2,0,0,0,0
7597,bar|11326 4404,1,0,0,0,0
7598,bar|11326 4468,118307,0,1,2,4
7599,bar|11326 10939,1,0,0,0,0
7600,bar|11326 14222,1,0,0,0,0
7601,bar|11326 15845,1,0,0,0,0
7602,bar|11328 3649,18,0,0,0,0
7603,bar|11329 4789,11,0,3,1,0
7604,bar|11329 5063,70,0,0,0,0
7605,bar|11329 9859,709,1,0,0,0
7606,bar|11331 13440,1,0,0,0,0
7607,bar|11335 9403,88,0,0,0,0
7608,bar|11339 1125,4945,0,3,0,0
7609,bar|11341 936,26,0,0,0,0
7610,bar|11341 1218,142,0,0,0,0
7611,bar|11341 12314,28,0,0,2,0
7612,bar|11342 1299,1,0,0,0,0
7613,bar|11342 5022,6365,0,0,0,0
7614,bar|11344 3122,1,0,0,0,0
7615,bar|11344 9712,1,0,0,0,0
7616,bar|11347 8950,5202,0,0,0,0
7617,bar|11347 10114,14,0,10,0,0
7618,bar|11349 4661,44,143000,10,15,253
7619,bar|11351 3271,19,0,0,0,0
7620,bar|11355 7981,224,0,0,0,0
7621,bar|11355 10212,1869,8,0,0,0
7622,bar|11361 80,48,0,0,0,0
7623,bar|11361 343,564,0,0,0,0
7624,bar|11361 9687,5684,0,0,0,0
7625,bar|11362 3121,191,0,0,0,0
7626,bar|11362 11091,3264,0,0,0,0
7627,bar|11362 16211,1,0,0,0,0
7628,bar|11365 4406,4184,0,23,0,0
7629,bar|11366 5589,5,0,0,0,0
7630,bar|11371 4557,12998,2,0,0,0
7631,bar|11371 9879,13,0,0,0,0
7632,bar|11375 4968,52,7,1186,111,436
7633,bar|11377 9859,3,0,0,0,0
7634,bar|11377 11239,13,0,226,9,320
7635,bar|11379 10586,1,0,0,0,0
7636,bar|11380 5611,134,0,0,0,0
7637,bar|11386 4512,15,0,0,0,0
7638,bar|11387 3185,38,0,0,0,0
7639,bar|11389 7958,163,0,7,0,0
7640,bar|11389 14199,60,0,0,0,0
7641,bar|11394 5028,11,0,0,0,0
7642,bar|11394 12131,1,0,0,0,0
7643,bar|11394 14931,14848,0,0,0,0
7644,bar|11394 15845,1,0,0,0,0
7645,bar|11410 6794,1,0,0,0,0
7646,bar|11410 8496,1,0,0,0,0
7647,bar|11410 9935,1,0,0,0,0
7648,bar|11410 12749,1,0,0,0,0
7649,bar|11410 14875,1,0,0,0,0
7650,bar|11410 15024,64421,0,120,1,0
7651,bar|11410 15088,1,0,0,0,0
7652,bar|11410 15280,1,0,0,0,0
7653,bar|11410 15951,11,0,0,0,0
7654,bar|11410 16067,13,0,14,0,0
7655,bar|11414 13438,3,0,0,0,0
7656,bar|11427 104,1,0,0,0,0
7657,bar|11431 9652,524,0,0,0,0
7658,bar|11442 4362,7,0,31,0,0
7659,bar|11470 4802,763,0,0,0,0
7660,bar|11471 1919,36,0,67,0,0
7661,bar|11473 9479,8,0,0,0,0
7662,bar|11473 10900,5,0,0,0,0
7663,bar|11474 337,6254,0,0,0,0
7664,bar|11474 5907,2993,0,0,0,0
7665,bar|11474 6410,1,0,0,0,0
7666,bar|11475 6241,11631,39,36,0,0
7667,bar|11475 6498,1,0,0,0,0
7668,bar|11495 13051,121,0,0,0,0
7669,bar|11503 1129,128,0,0,0,0
7670,bar|11503 3602,3,0,0,0,0
7671,bar|11503 12005,19,0,0,0,0
7672,bar|11505 1124,230,119816,13,22,771
7673,bar|11505 4649,3,1,0,0,0
7674,bar|11509 7547,14,0,0,0,0
7675,bar|11509 11841,315,0,0,0,0
7676,bar|11511 8792,2,0,0,0,0
7677,bar|11511 10293,1,0,0,0,0
7678,bar|11517 9174,29,0,0,0,0
7679,bar|11517 11895,501,17883,1,0,31
7680,bar|11517 13587,1120,0,18,2,0
7681,bar|11519 1577,12,0,0,0,0
7682,bar|11520 5253,1,0,0,0,0
7683,bar|11520 5525,1,0,0,0,0
7684,bar|11520 8344,1,0,0,0,0
7685,bar|11520 10547,44105,0,62,2,0
7686,bar|11520 14598,1,0,0,0,0
7687,bar|11521 619,2181,0,0,0,0
7688,bar|11521 5265,119,500,18,13,11
7689,bar|11521 14137,1288,1,32,0,0
7690,bar|11523 5272,51,0,0,1,1
7691,bar|11523 8686,4,0,0,0,0
7692,bar|11526 7797,155,30,18,5,206
7693,bar|11526 9696,1,0,0,0,0
7694,bar|11526 14094,43650,12,0,0,1
7695,bar|11527 5184,11,0,0,0,0
7696,bar|11527 14094,1,0,0,0,0
7697,bar|11531 9846,32,0,0,0,0
7698,bar|11535 7123,22,0,0,0,0
7699,bar|11536 13475,1,0,0,0,0
7700,bar|11540 1832,27788,282,0,0,0
7701,bar|11540 12919,1,0,0,0,0
7702,bar|11540 13371,1,0,0,0,0
7703,bar|11555 15204,1299,0,0,0,0
7704,bar|11559 2001,317,0,4,0,0
7705,bar|11563 6355,24307,0,1,0,0
7706,bar|11563 10072,1,0,1,0,0
7707,bar|11563 14900,1,0,0,0,0
7708,bar|11568 11370,18,0,0,0,0
7709,bar|11569 7229,10839,0,0,1,0
7710,bar|11571 6728,31,0,0,0,0
7711,bar|11571 9146,109,16,2,0,0
7712,bar|11575 4854,1,0,0,1,0
7713,bar|11581 3297,789,0,0,0,0
7714,bar|11583 774,1,0,0,0,0
7715,bar|11583 1522,1,0,0,0,0
7716,bar|11583 1743,1,0,0,0,0
7717,bar|11583 3937,1,0,0,0,0
7718,bar|11583 5425,1,0,0,0,0
7719,bar|11583 12919,1,0,0,0,0
7720,bar|11583 13818,1,0,0,0,0
7721,bar|11584 4853,1,0,0,0,0
7722,bar|11584 6315,1,0,0,0,0
7723,bar|11584 10501,10204,0,0,0,0
7724,bar|11584 16366,185,0,0,0,0
7725,bar|11587 279,8,0,0,0,0
7726,bar|11590 9656,163,0,0,4,0
7727,bar|11603 11122,62,0,0,0,0
7728,bar|11603 13116,20,0,0,0,0
7729,bar|11605 4494,19,0,0,0,0
7730,bar|11607 1838,490,0,0,0,0
7731,bar|11607 6694,535,0,0,0,0
7732,bar|11607 9139,13,0,7,0,0
7733,bar|11610 12913,118,114594,70,28,484
7734,bar|11611 3643,145,0,0,0,0
7735,bar|11613 5481,1147,0,0,0,0
7736,bar|11615 7428,1,0,0,0,0
7737,bar|11615 7450,8,0,0,0,0
7738,bar|11615 12253,2477,0,0,0,0
7739,bar|11616 4924,1,0,0,0,0
7740,bar|11616 5259,27381,2284,123131,1976,14763
7741,bar|11617 5797,423,0,0,0,0
7742,bar|11617 5985,1526,0,0,0,0
7743,bar|11619 9009,2,0,0,0,0
7744,bar|11619 9131,64,1,5,1,2
7745,bar|11619 13371,1,0,0,0,0
7746,bar|11619 13547,1,0,0,0,0
7747,bar|11619 13803,21218,40,0,0,1
7748,bar|11619 13823,1,0,0,0,0
7749,bar|11621 9204,1,0,0,0,0
7750,bar|11623 6744,211,0,0,0,0
7751,bar|11627 4899,6,0,0,0,0
7752,bar|11629 800,1,0,0,0,0
7753,bar|11629 14016,15156,0,0,0,0
7754,bar|11631 37,1,0,0,0,0
7755,bar|11631 2200,29160,0,130,0,1
7756,bar|11631 13565,1,0,0,0,0
7757,bar|11633 13371,1,0,0,0,0
7758,bar|11633 16078,4127,0,0,0,0
7759,bar|11635 306,7,0,74,3,0
7760,bar|11635 4516,11,0,0,0,0
7761,bar|11637 1171,50,77480,7,9,128
7762,bar|11637 1363,1,0,0,0,0
7763,bar|11637 1880,1,2,0,0,0
7764,bar|11637 5525,1,0,0,0,0
7765,bar|11637 6712,1,0,0,0,0
7766,bar|11637 7056,32280,0,1,0,0
7767,bar|11637 12117,1,0,0,0,0
7768,bar|11637 12616,1,0,0,0,0
7769,bar|11637 13522,1,0,0,0,0
7770,bar|11645 8290,3476,0,0,0,0
7771,bar|11645 11623,1,0,0,0,0
7772,bar|11650 9040,22106,18,0,0,0
7773,bar|11654 6560,16,0,0,0,1
7774,bar|11655 14159,2,0,0,0,0
7775,bar|11666 11008,2168,0,0,0,0
7776,bar|11667 135,8,0,0,0,0
7777,bar|11667 5600,1233,0,0,0,0
7778,bar|11670 4904,1,0,0,0,0
7779,bar|11670 7949,1,0,0,0,0
7780,bar|11670 11315,22266,0,1,0,0
7781,bar|11671 1082,1,1,0,0,2
7782,bar|11699 4379,196,0,0,0,0
7783,bar|11699 5768,1367,0,0,0,0
7784,bar|11699 8199,3,0,0,0,0
7785,bar|11699 8679,2455,0,1,0,0
7786,bar|11699 11837,1,0,0,0,0
7787,bar|11713 6774,1,0,0,0,0
7788,bar|11713 12593,1228,68,41088,1018,3951
7789,bar|11725 11239,2,0,0,0,0
7790,bar|11727 471,2,0,0,0,0
7791,bar|11733 15879,4002,340090,9,40,562
7792,bar|11734 11574,67,291,0,0,1
7793,bar|11734 14518,29,0,0,0,0
7794,bar|11742 6081,108,0,0,0,0
7795,bar|11742 15095,1,0,0,0,0
7796,bar|11745 2839,44,0,0,0,0
7797,bar|11745 3197,85,0,0,0,0
7798,bar|11745 7957,31611,0,0,0,0
7799,bar|11745 10939,1,0,0,0,0
7800,bar|11746 10040,10,0,0,0,0
7801,bar|11747 1575,1,0,8,0,0
7802,bar|11747 13691,3,0,0,0,0
7803,bar|11749 1363,1,0,0,0,0
7804,bar|11749 5330,1,0,0,0,0
7805,bar|11749 7213,1,0,0,0,0
7806,bar|11749 8241,1,0,0,0,0
7807,bar|11749 11565,82842,0,1,0,1
7808,bar|11749 12125,1,0,0,0,0
7809,bar|11750 7096,6,0,0,0,0
7810,bar|11763 3043,58,0,0,0,0
7811,bar|11763 7535,376,0,0,0,0
7812,bar|11765 6411,80,21,915,78,4323
7813,bar|11774 6084,3849,0,0,0,0
7814,bar|11776 880,1054,0,0,0,0
7815,bar|11777 3422,9536,5,0,1,0
7816,bar|11777 10290,10,0,0,0,0
7817,bar|11777 12125,1,0,0,0,0
7818,bar|11782 9835,131,0,0,0,0
7819,bar|11789 13918,685,0,0,0,0
7820,bar|11793 10174,21,0,0,0,0
7821,bar|11793 15131,241,0,0,0,0
7822,bar|11796 2019,74,0,0,0,0
7823,bar|11803 9719,5,0,303,3,0
7824,bar|11809 4652,34634,1,0,0,0
7825,bar|11809 4713,1,0,0,0,0
7826,bar|11809 4742,1,0,0,0,0
7827,bar|11809 6386,1,0,0,0,0
7828,bar|11811 11526,23,0,0,0,0
7829,bar|11815 8729,1,0,0,0,0
7830,bar|11815 11839,9447,0,0,0,0
7831,bar|11819 5160,9,0,0,0,0
7832,bar|11819 6914,50,0,0,0,0
7833,bar|11821 14006,90,0,0,0,0
7834,bar|11822 4687,253,0,0,0,0
7835,bar|11823 8471,18,0,0,0,0
7836,bar|11824 4684,93,0,0,0,0
7837,bar|11825 4652,1,0,0,0,0
7838,bar|11825 9283,180,0,0,0,0
7839,bar|11826 8535,2,0,0,0,0
7840,bar|11827 9009,2,0,0,0,0
7841,bar|11828 5557,4,0,0,0,0
7842,bar|11831 5975,1061,0,0,0,0
7843,bar|11837 4986,2,0,0,0,0
7844,bar|11841 4597,2072,0,1,0,0
7845,bar|11843 7645,121,0,3,0,0
7846,bar|11844 5144,1,0,0,0,0
7847,bar|11844 5522,666,0,0,0,0
7848,bar|11851 2279,37,0,1232,72,70
7849,bar|11851 9074,2,0,0,0,0
7850,bar|11851 9352,6223,0,0,0,0
7851,bar|11851 9469,1,0,0,0,0
7852,bar|11853 15414,1,0,0,0,0
7853,bar|11853 15478,53369,11248,534,67,1889
7854,bar|11855 11824,306,0,0,0,0
7855,bar|11857 9207,5,0,0,0,0
7856,bar|11857 13010,720,0,0,0,0
7857,bar|11860 15575,4586,0,0,0,0
7858,bar|11860 15636,15,0,16,6,0
7859,bar|11861 11040,56,0,0,0,0
7860,bar|11866 7074,2,0,0,1,0
7861,bar|11866 12431,623,0,0,0,0
7862,bar|11869 1812,380,0,0,0,0
7863,bar|11869 10778,11,0,22,0,0
7864,bar|11869 11358,18,0,0,0,0
7865,bar|11869 15135,112,0,0,0,0
7866,bar|11875 4609,464,42963,1,5,76
7867,bar|11876 1064,4772,0,0,0,0
7868,bar|11877 1625,7584,0,0,0,0
7869,bar|11882 14901,1641,0,0,0,0
7870,bar|11885 885,19,0,0,0,0
7871,bar|11885 12860,5822,0,0,0,0
7872,bar|11885 13039,1,0,0,0,0
7873,bar|11885 14133,8085,5,90,0,0
7874,bar|11888 14074,33,0,618,7,2
7875,bar|11889 2904,816,0,0,0,0
7876,bar|11890 6560,862,0,0,0,0
7877,bar|11890 9859,1,0,0,0,0
7878,bar|11891 2196,1,0,0,0,0
7879,bar|11892 15985,1022,0,0,0,0
7880,bar|11894 9594,40,0,482,89,0
7881,bar|11901 219,1,0,0,0,0
7882,bar|11901 4607,1,0,0,0,0
7883,bar|11901 12788,47616,0,0,1,1
7884,bar|11901 13371,1,0,0,0,0
7885,bar|11907 2714,1,0,0,0,0
7886,bar|11911 4853,5,0,17,0,0
7887,bar|11923 6386,5923,3674,6919556,17423,27219
7888,bar|11954 9546,921,0,4,0,0
7889,bar|11959 15291,159,0,0,0,0
7890,bar|11969 12211,3,0,15,1,0
7891,bar|11975 8731,376,0,0,0,0
7892,bar|11985 1374,115,0,6,0,0
7893,bar|11987 2148,80,0,0,0,0
7894,bar|11989 11810,15,0,0,0,0
7895,bar|11997 2039,57,5085,174,23,218
7896,bar|11997 15231,1,1,1,0,0
7897,bar|12001 14466,188,0,0,0,0
7898,bar|12007 8817,1,0,6,0,0
7899,bar|12007 15667,44,1,6,0,0
7900,bar|12013 8572,322,0,0,0,0
7901,bar|12014 8939,13,0,0,0,0
7902,bar|12015 6599,46,1637,0,0,2
7903,bar|12017 1451,18,1,0,0,1
7904,bar|12017 5827,1,0,0,0,0
7905,bar|12019 8792,126,0,0,0,0
7906,bar|12021 14858,477,175,927,30,336
7907,bar|12023 2113,29,0,0,0,0
7908,bar|12029 10619,6,0,675,40,1
7909,bar|12035 76,6,0,0,0,0
7910,bar|12035 93,181282,7,6,0,2
7911,bar|12035 244,1,0,0,0,0
7912,bar|12035 1251,1,0,0,0,0
7913,bar|12035 1774,1,0,0,0,0
7914,bar|12035 2200,1,0,0,0,0
7915,bar|12035 2487,9,0,488,1,1
7916,bar|12035 5450,1,0,0,0,0
7917,bar|12035 5620,1,0,0,0,0
7918,bar|12035 7662,1,0,0,0,0
7919,bar|12035 8030,1,0,0,0,0
7920,bar|12035 14159,1,0,0,0,0
7921,bar|12035 16215,1,0,0,0,0
7922,bar|12039 12817,188,0,0,0,0
7923,bar|12043 10528,133,0,0,0,0
7924,bar|12043 13315,3957,0,0,0,0
7925,bar|12045 4185,1,0,0,0,0
7926,bar|12045 4577,1,0,0,0,0
7927,bar|12045 5556,60029,3,0,1,0
7928,bar|12045 5620,1,0,0,0,0
7929,bar|12050 6421,40,0,7,0,0
7930,bar|12051 11239,29,0,0,0,0
7931,bar|12053 14583,15,1,599,28,208
7932,bar|12058 4893,2030,0,0,0,0
7933,bar|12058 5538,70,10449,0,1,22
7934,bar|12059 9312,2503,0,0,0,0
7935,bar|12061 767,1,0,0,0,0
7936,bar|12061 1847,9143,0,0,0,0
7937,bar|12061 2657,1,0,0,0,0
7938,bar|12065 4652,1,0,0,0,0
7939,bar|12067 478,1,0,0,0,0
7940,bar|12067 5710,4758,0,0,0,0
7941,bar|12067 9009,1,0,0,0,0
7942,bar|12071 6116,235,0,0,0,0
7943,bar|12083 2272,1,0,0,0,0
7944,bar|12083 2464,4,0,0,0,0
7945,bar|12083 7217,5,0,0,0,0
7946,bar|12085 9428,4192,1,4,0,0
7947,bar|12087 2464,1,0,0,0,0
7948,bar|12087 16113,1,0,0,0,0
7949,bar|12091 2666,59,0,0,27,0
7950,bar|12097 234,41,0,0,0,0
7951,bar|12098 6912,1,0,0,0,0
7952,bar|12098 7023,4743,0,4,0,0
7953,bar|12100 10206,50,0,0,0,0
7954,bar|12101 2904,46,0,0,0,0
7955,bar|12106 1909,1,0,0,0,0
7956,bar|12113 1594,23,0,24,0,0
7957,bar|12113 5070,99,0,0,0,0
7958,bar|12115 7910,1,0,0,0,0
7959,bar|12116 974,616,4,4,0,0
7960,bar|12116 2027,244,0,0,0,0
7961,bar|12117 4685,1,0,0,0,0
7962,bar|12117 5983,9,0,8,0,0
7963,bar|12118 13963,448,0,0,0,0
7964,bar|12119 4580,1,0,0,0,0
7965,bar|12119 13058,1,1,2,0,0
7966,bar|12125 708,370,0,0,0,0
7967,bar|12125 2326,1,0,0,0,0
7968,bar|12125 5330,1,0,0,0,0
7969,bar|12126 8197,8,0,60,4,204
7970,bar|12131 318,1,0,0,0,0
7971,bar|12131 2714,1,0,0,0,0
7972,bar|12131 2931,527,1,0,0,0
7973,bar|12132 10583,103,0,0,0,0
7974,bar|12133 9632,19,0,867,23,142
7975,bar|12134 1407,22,0,0,0,0
7976,bar|12135 11604,238,0,0,0,0
7977,bar|12135 12820,5017,0,18,0,0
7978,bar|12135 14327,19,0,0,0,0
7979,bar|12139 9273,1,0,0,0,0
7980,bar|12144 4370,735,0,0,0,0
7981,bar|12144 7286,37,0,0,0,0
7982,bar|12145 479,1,0,0,0,0
7983,bar|12145 833,1,0,0,0,0
7984,bar|12145 967,1,0,0,0,0
7985,bar|12145 1173,1,0,0,0,0
7986,bar|12145 1491,7,0,0,0,0
7987,bar|12145 2657,2,0,0,0,0
7988,bar|12145 2839,1,0,0,0,0
7989,bar|12145 4567,1,0,0,0,0
7990,bar|12145 4713,1,0,0,0,0
7991,bar|12145 4758,1,0,0,0,0
7992,bar|12145 5525,154609,265,224,2,1
7993,bar|12145 5837,1,0,0,0,0
7994,bar|12145 6410,1,0,0,0,0
7995,bar|12145 6930,1,0,0,0,0
7996,bar|12145 8000,1,0,0,0,0
7997,bar|12145 9687,1,0,0,0,0
7998,bar|12145 10378,4,0,0,0,0
7999,bar|12145 14566,1,0,0,0,0
8000,bar|12145 16078,1,0,0,0,0
8001,bar|12147 2464,2,0,0,0,0
8002,bar|12150 5727,1,0,0,0,0
